user_id,cohort,has_first_name,has_last_name,has_verfied_email,has_phone
2000,c,FALSE,TRUE,FALSE,FALSE
2004,c,TRUE,TRUE,TRUE,FALSE
2013,c,FALSE,TRUE,FALSE,FALSE
2026,b,FALSE,TRUE,TRUE,FALSE
2043,c,TRUE,TRUE,FALSE,FALSE
2045,b,TRUE,TRUE,TRUE,FALSE
2055,c,TRUE,TRUE,FALSE,FALSE
2066,c,FALSE,TRUE,FALSE,FALSE
2069,c,TRUE,TRUE,FALSE,FALSE
2073,a,FALSE,TRUE,FALSE,FALSE
2073,b,FALSE,TRUE,TRUE,TRUE
2077,b,FALSE,TRUE,TRUE,TRUE
2097,a,FALSE,TRUE,TRUE,FALSE
2100,b,TRUE,TRUE,FALSE,TRUE
2100,c,TRUE,TRUE,FALSE,TRUE
2136,a,TRUE,TRUE,FALSE,FALSE
2138,c,FALSE,FALSE,FALSE,FALSE
2145,a,FALSE,FALSE,TRUE,TRUE
2157,b,TRUE,TRUE,TRUE,FALSE
2159,c,FALSE,TRUE,FALSE,FALSE
2164,a,TRUE,TRUE,FALSE,FALSE
2180,c,TRUE,TRUE,FALSE,FALSE
2180,c,TRUE,FALSE,TRUE,FALSE
2183,c,FALSE,FALSE,TRUE,FALSE
2193,a,TRUE,TRUE,FALSE,TRUE
2211,c,FALSE,TRUE,FALSE,FALSE
2222,b,TRUE,TRUE,TRUE,TRUE
2228,a,FALSE,TRUE,TRUE,FALSE
2241,a,FALSE,TRUE,TRUE,TRUE
2248,a,FALSE,TRUE,TRUE,FALSE
2257,b,FALSE,TRUE,TRUE,TRUE
2263,a,FALSE,TRUE,FALSE,TRUE
2271,b,TRUE,TRUE,TRUE,TRUE
2277,c,TRUE,TRUE,TRUE,FALSE
2280,c,FALSE,TRUE,FALSE,TRUE
2283,c,TRUE,TRUE,TRUE,FALSE
2285,a,TRUE,FALSE,TRUE,TRUE
2297,c,FALSE,FALSE,FALSE,FALSE
2311,c,TRUE,TRUE,FALSE,FALSE
2323,c,TRUE,TRUE,FALSE,FALSE
2329,c,FALSE,TRUE,TRUE,FALSE
2346,c,TRUE,TRUE,FALSE,TRUE
2347,a,TRUE,TRUE,FALSE,FALSE
2353,b,FALSE,TRUE,FALSE,FALSE
2354,a,FALSE,TRUE,FALSE,FALSE
2354,c,FALSE,TRUE,TRUE,TRUE
2375,a,TRUE,FALSE,TRUE,TRUE
2392,a,TRUE,FALSE,TRUE,TRUE
2398,b,TRUE,TRUE,TRUE,TRUE
2407,c,TRUE,TRUE,FALSE,FALSE
2424,b,TRUE,TRUE,TRUE,FALSE
2430,a,FALSE,TRUE,FALSE,FALSE
2435,a,FALSE,TRUE,TRUE,FALSE
2445,b,FALSE,TRUE,TRUE,TRUE
2446,a,TRUE,TRUE,FALSE,TRUE
2470,a,FALSE,TRUE,FALSE,TRUE
2471,a,TRUE,TRUE,TRUE,FALSE
2482,a,TRUE,TRUE,TRUE,FALSE
2482,c,TRUE,FALSE,FALSE,FALSE
2489,c,FALSE,TRUE,TRUE,FALSE
2494,c,TRUE,TRUE,FALSE,TRUE
2494,c,FALSE,TRUE,FALSE,FALSE
2511,a,TRUE,TRUE,TRUE,FALSE
2525,b,FALSE,TRUE,FALSE,FALSE
2542,a,TRUE,TRUE,FALSE,TRUE
2547,b,FALSE,TRUE,TRUE,FALSE
2561,c,TRUE,TRUE,TRUE,TRUE
2570,b,TRUE,TRUE,TRUE,FALSE
2591,a,FALSE,TRUE,TRUE,TRUE
2602,c,TRUE,FALSE,FALSE,FALSE
2603,b,TRUE,TRUE,TRUE,TRUE
2622,c,FALSE,TRUE,TRUE,TRUE
2623,b,TRUE,TRUE,TRUE,FALSE
2625,b,TRUE,TRUE,TRUE,FALSE
2632,c,FALSE,TRUE,FALSE,FALSE
2634,c,FALSE,TRUE,FALSE,FALSE
2636,c,FALSE,TRUE,FALSE,FALSE
2645,b,TRUE,TRUE,TRUE,FALSE
2650,c,TRUE,TRUE,FALSE,FALSE
2653,a,TRUE,TRUE,TRUE,TRUE
2689,b,TRUE,TRUE,TRUE,FALSE
2695,a,TRUE,TRUE,TRUE,FALSE
2715,b,FALSE,TRUE,TRUE,FALSE
2725,c,FALSE,TRUE,FALSE,TRUE
2729,c,TRUE,TRUE,FALSE,FALSE
2732,a,TRUE,FALSE,FALSE,FALSE
2741,a,FALSE,TRUE,FALSE,FALSE
2751,c,FALSE,TRUE,TRUE,FALSE
2755,c,TRUE,TRUE,TRUE,FALSE
2762,b,FALSE,TRUE,TRUE,FALSE
2764,c,TRUE,TRUE,TRUE,FALSE
2770,c,TRUE,TRUE,TRUE,TRUE
2771,b,FALSE,FALSE,TRUE,TRUE
2775,a,TRUE,TRUE,TRUE,FALSE
2793,b,FALSE,TRUE,TRUE,TRUE
2810,c,TRUE,TRUE,TRUE,FALSE
2820,c,TRUE,TRUE,TRUE,FALSE
2825,c,TRUE,TRUE,TRUE,FALSE
2829,a,TRUE,TRUE,FALSE,FALSE
2843,a,FALSE,TRUE,TRUE,FALSE
2850,b,TRUE,TRUE,TRUE,FALSE
2871,c,TRUE,TRUE,TRUE,FALSE
2876,a,TRUE,TRUE,TRUE,TRUE
2878,b,FALSE,TRUE,TRUE,TRUE
2885,a,FALSE,TRUE,FALSE,FALSE
2899,b,TRUE,TRUE,TRUE,FALSE
2906,c,FALSE,TRUE,FALSE,FALSE
2908,a,TRUE,TRUE,FALSE,FALSE
2916,a,TRUE,TRUE,TRUE,FALSE
2923,a,TRUE,FALSE,FALSE,FALSE
2929,a,FALSE,TRUE,TRUE,TRUE
2941,c,TRUE,FALSE,TRUE,TRUE
2953,c,TRUE,TRUE,FALSE,FALSE
2956,c,FALSE,TRUE,FALSE,FALSE
2961,c,FALSE,TRUE,FALSE,TRUE
2984,c,FALSE,FALSE,TRUE,FALSE
2995,b,TRUE,TRUE,TRUE,TRUE
3006,a,TRUE,TRUE,FALSE,TRUE
3016,b,TRUE,TRUE,TRUE,FALSE
3018,c,TRUE,TRUE,TRUE,FALSE
3053,b,TRUE,TRUE,TRUE,TRUE
3061,c,TRUE,TRUE,FALSE,TRUE
3063,c,TRUE,TRUE,FALSE,TRUE
3078,b,TRUE,TRUE,TRUE,TRUE
3080,b,TRUE,TRUE,TRUE,TRUE
3094,c,TRUE,TRUE,FALSE,FALSE
3106,a,TRUE,TRUE,FALSE,FALSE
3107,b,TRUE,TRUE,TRUE,FALSE
3113,b,FALSE,TRUE,TRUE,FALSE
3127,a,FALSE,TRUE,FALSE,FALSE
3131,b,FALSE,TRUE,TRUE,TRUE
3135,b,TRUE,TRUE,TRUE,FALSE
3151,a,TRUE,TRUE,TRUE,TRUE
3154,b,FALSE,TRUE,TRUE,TRUE
3168,b,TRUE,TRUE,TRUE,FALSE
3183,a,TRUE,TRUE,FALSE,FALSE
3201,a,TRUE,FALSE,FALSE,FALSE
3249,c,FALSE,TRUE,FALSE,TRUE
3260,c,FALSE,TRUE,FALSE,FALSE
3263,c,FALSE,TRUE,FALSE,FALSE
3279,c,TRUE,TRUE,TRUE,FALSE
3281,a,TRUE,TRUE,TRUE,FALSE
3281,a,TRUE,TRUE,FALSE,FALSE
3298,b,TRUE,FALSE,TRUE,FALSE
3301,c,FALSE,TRUE,FALSE,FALSE
3311,c,FALSE,TRUE,FALSE,FALSE
3317,a,FALSE,TRUE,TRUE,FALSE
3319,c,TRUE,TRUE,TRUE,FALSE
3347,a,FALSE,FALSE,TRUE,TRUE
3357,b,TRUE,TRUE,TRUE,FALSE
3357,b,TRUE,TRUE,TRUE,TRUE
3367,a,FALSE,FALSE,TRUE,FALSE
3375,c,TRUE,TRUE,TRUE,TRUE
3382,c,TRUE,TRUE,FALSE,TRUE
3399,a,TRUE,TRUE,FALSE,FALSE
3408,c,FALSE,TRUE,TRUE,FALSE
3409,c,TRUE,TRUE,FALSE,FALSE
3421,a,TRUE,TRUE,TRUE,TRUE
3425,b,FALSE,TRUE,TRUE,FALSE
3433,c,TRUE,TRUE,FALSE,FALSE
3451,c,TRUE,TRUE,TRUE,FALSE
3451,c,FALSE,TRUE,FALSE,TRUE
3453,a,FALSE,TRUE,TRUE,FALSE
3460,c,TRUE,TRUE,FALSE,FALSE
3469,c,TRUE,TRUE,TRUE,FALSE
3478,c,TRUE,TRUE,FALSE,FALSE
3502,a,TRUE,TRUE,TRUE,FALSE
3515,a,FALSE,FALSE,TRUE,TRUE
3517,a,FALSE,TRUE,TRUE,FALSE
3529,c,FALSE,TRUE,FALSE,FALSE
3532,b,TRUE,FALSE,TRUE,FALSE
3536,a,FALSE,TRUE,TRUE,TRUE
3544,a,TRUE,TRUE,TRUE,FALSE
3550,b,FALSE,TRUE,TRUE,FALSE
3559,c,TRUE,FALSE,TRUE,TRUE
3567,a,TRUE,FALSE,TRUE,TRUE
3570,b,FALSE,TRUE,TRUE,TRUE
3577,b,TRUE,TRUE,TRUE,FALSE
3577,c,TRUE,TRUE,FALSE,TRUE
3580,c,FALSE,FALSE,TRUE,FALSE
3584,b,FALSE,FALSE,TRUE,FALSE
3593,b,TRUE,TRUE,TRUE,TRUE
3600,a,TRUE,FALSE,TRUE,FALSE
3601,a,FALSE,FALSE,FALSE,FALSE
3607,a,TRUE,TRUE,TRUE,TRUE
3608,a,TRUE,TRUE,TRUE,FALSE
3608,b,FALSE,FALSE,TRUE,FALSE
3613,b,TRUE,TRUE,TRUE,FALSE
3627,c,TRUE,FALSE,FALSE,FALSE
3632,c,TRUE,TRUE,FALSE,FALSE
3633,a,TRUE,TRUE,FALSE,FALSE
3637,c,FALSE,TRUE,TRUE,TRUE
3638,c,TRUE,TRUE,FALSE,FALSE
3652,c,FALSE,TRUE,FALSE,FALSE
3669,b,TRUE,TRUE,TRUE,TRUE
3671,c,TRUE,TRUE,TRUE,FALSE
3675,a,TRUE,TRUE,FALSE,FALSE
3677,a,FALSE,TRUE,FALSE,TRUE
3681,c,TRUE,FALSE,FALSE,FALSE
3686,a,TRUE,TRUE,FALSE,FALSE
3701,c,TRUE,TRUE,TRUE,FALSE
3734,a,TRUE,TRUE,TRUE,TRUE
3741,a,TRUE,TRUE,FALSE,TRUE
3743,b,TRUE,TRUE,TRUE,TRUE
3746,c,FALSE,FALSE,FALSE,FALSE
3754,c,FALSE,TRUE,FALSE,FALSE
3760,a,TRUE,TRUE,FALSE,FALSE
3780,c,TRUE,TRUE,FALSE,FALSE
3782,a,TRUE,TRUE,TRUE,FALSE
3783,b,TRUE,FALSE,TRUE,TRUE
3787,c,TRUE,FALSE,FALSE,TRUE
3804,b,FALSE,FALSE,TRUE,FALSE
3811,b,TRUE,TRUE,TRUE,FALSE
3814,c,TRUE,TRUE,TRUE,FALSE
3828,a,FALSE,TRUE,TRUE,TRUE
3828,b,FALSE,FALSE,TRUE,FALSE
3829,a,FALSE,TRUE,TRUE,TRUE
3869,b,TRUE,TRUE,TRUE,FALSE
3874,c,TRUE,TRUE,FALSE,TRUE
3889,c,TRUE,TRUE,FALSE,TRUE
3889,c,FALSE,TRUE,FALSE,TRUE
3900,a,FALSE,TRUE,TRUE,FALSE
3919,c,TRUE,TRUE,FALSE,FALSE
3927,c,FALSE,TRUE,TRUE,TRUE
3929,a,TRUE,TRUE,TRUE,TRUE
3965,a,TRUE,TRUE,TRUE,FALSE
3977,b,TRUE,TRUE,TRUE,FALSE
3981,a,TRUE,FALSE,FALSE,TRUE
3981,a,TRUE,TRUE,FALSE,FALSE
3983,c,FALSE,TRUE,TRUE,FALSE
4007,a,TRUE,TRUE,TRUE,FALSE
4014,c,FALSE,TRUE,FALSE,FALSE
4028,c,FALSE,TRUE,FALSE,TRUE
4038,a,FALSE,FALSE,FALSE,FALSE
4038,a,FALSE,TRUE,TRUE,TRUE
4050,c,TRUE,TRUE,FALSE,FALSE
4051,b,TRUE,TRUE,TRUE,FALSE
4077,c,TRUE,TRUE,FALSE,FALSE
4085,a,FALSE,TRUE,FALSE,FALSE
4115,a,FALSE,TRUE,TRUE,FALSE
4138,a,TRUE,TRUE,TRUE,FALSE
4141,a,TRUE,TRUE,FALSE,FALSE
4149,a,TRUE,TRUE,FALSE,TRUE
4157,a,FALSE,FALSE,FALSE,FALSE
4171,a,FALSE,FALSE,TRUE,TRUE
4177,b,TRUE,TRUE,TRUE,TRUE
4200,c,TRUE,TRUE,FALSE,FALSE
4202,a,TRUE,TRUE,TRUE,FALSE
4230,a,TRUE,TRUE,TRUE,FALSE
4235,a,FALSE,TRUE,FALSE,TRUE
4242,c,TRUE,TRUE,FALSE,TRUE
4248,a,TRUE,TRUE,TRUE,FALSE
4286,b,FALSE,TRUE,TRUE,FALSE
4295,c,FALSE,TRUE,FALSE,TRUE
4297,a,TRUE,TRUE,TRUE,FALSE
4300,c,TRUE,TRUE,FALSE,FALSE
4312,a,FALSE,TRUE,FALSE,FALSE
4323,a,FALSE,FALSE,FALSE,TRUE
4326,a,FALSE,TRUE,FALSE,FALSE
4340,a,TRUE,FALSE,FALSE,FALSE
4348,a,FALSE,TRUE,FALSE,FALSE
4351,a,TRUE,TRUE,FALSE,FALSE
4355,b,TRUE,FALSE,TRUE,FALSE
4359,c,TRUE,TRUE,FALSE,FALSE
4366,b,TRUE,FALSE,TRUE,FALSE
4397,c,FALSE,TRUE,FALSE,TRUE
4410,c,TRUE,TRUE,FALSE,FALSE
4422,c,FALSE,TRUE,TRUE,FALSE
4425,a,FALSE,TRUE,FALSE,FALSE
4433,c,TRUE,TRUE,FALSE,FALSE
4452,a,FALSE,TRUE,TRUE,FALSE
4452,a,TRUE,TRUE,FALSE,FALSE
4481,b,TRUE,TRUE,TRUE,FALSE
4494,a,TRUE,TRUE,TRUE,FALSE
4500,a,TRUE,TRUE,TRUE,FALSE
4512,a,TRUE,FALSE,TRUE,TRUE
4540,a,FALSE,TRUE,FALSE,FALSE
4546,b,FALSE,FALSE,TRUE,FALSE
4572,a,FALSE,TRUE,TRUE,FALSE
4576,c,TRUE,TRUE,TRUE,FALSE
4578,b,TRUE,TRUE,TRUE,TRUE
4582,c,TRUE,TRUE,TRUE,TRUE
4587,b,FALSE,TRUE,TRUE,FALSE
4595,c,FALSE,TRUE,TRUE,FALSE
4597,b,FALSE,TRUE,TRUE,TRUE
4610,b,FALSE,TRUE,TRUE,TRUE
4626,b,FALSE,TRUE,TRUE,FALSE
4627,a,TRUE,TRUE,FALSE,TRUE
4637,a,FALSE,TRUE,FALSE,TRUE
4642,b,TRUE,TRUE,TRUE,FALSE
4645,b,FALSE,TRUE,TRUE,FALSE
4648,a,FALSE,TRUE,FALSE,FALSE
4654,c,FALSE,TRUE,TRUE,FALSE
4654,c,TRUE,TRUE,FALSE,FALSE
4657,c,TRUE,TRUE,FALSE,TRUE
4661,c,TRUE,TRUE,FALSE,FALSE
4671,a,TRUE,FALSE,TRUE,FALSE
4680,a,TRUE,TRUE,TRUE,FALSE
4699,b,FALSE,TRUE,TRUE,FALSE
4712,b,FALSE,TRUE,TRUE,FALSE
4730,a,TRUE,TRUE,FALSE,FALSE
4731,c,TRUE,TRUE,FALSE,FALSE
4732,b,TRUE,TRUE,TRUE,TRUE
4732,c,TRUE,FALSE,FALSE,FALSE
4744,b,TRUE,TRUE,TRUE,FALSE
4756,b,TRUE,TRUE,TRUE,FALSE
4759,b,FALSE,TRUE,TRUE,TRUE
4764,a,FALSE,TRUE,FALSE,FALSE
4769,c,TRUE,TRUE,TRUE,FALSE
4773,c,TRUE,TRUE,FALSE,FALSE
4785,c,TRUE,TRUE,FALSE,FALSE
4794,b,FALSE,TRUE,TRUE,FALSE
4797,a,TRUE,TRUE,FALSE,FALSE
4799,c,FALSE,TRUE,TRUE,TRUE
4809,c,TRUE,TRUE,FALSE,TRUE
4811,a,TRUE,TRUE,FALSE,FALSE
4813,c,FALSE,TRUE,TRUE,TRUE
4814,a,FALSE,TRUE,TRUE,TRUE
4819,b,TRUE,TRUE,TRUE,FALSE
4822,b,TRUE,TRUE,TRUE,TRUE
4824,a,TRUE,TRUE,FALSE,TRUE
4824,a,TRUE,TRUE,FALSE,TRUE
4826,c,FALSE,FALSE,FALSE,FALSE
4839,c,FALSE,TRUE,FALSE,TRUE
4863,a,FALSE,TRUE,FALSE,FALSE
4863,c,TRUE,TRUE,FALSE,TRUE
4876,c,TRUE,FALSE,FALSE,FALSE
4909,a,FALSE,TRUE,FALSE,FALSE
4914,a,FALSE,TRUE,FALSE,TRUE
4972,c,TRUE,FALSE,FALSE,FALSE
4973,b,FALSE,TRUE,TRUE,FALSE
4985,c,TRUE,FALSE,FALSE,FALSE
4993,c,TRUE,TRUE,FALSE,FALSE
5006,c,FALSE,TRUE,FALSE,FALSE
5024,b,FALSE,TRUE,TRUE,FALSE
5028,c,FALSE,TRUE,FALSE,TRUE
5029,a,FALSE,TRUE,FALSE,FALSE
5033,c,TRUE,TRUE,FALSE,FALSE
5051,c,FALSE,FALSE,FALSE,FALSE
5052,a,FALSE,TRUE,TRUE,TRUE
5052,c,TRUE,TRUE,FALSE,TRUE
5054,c,TRUE,TRUE,FALSE,FALSE
5060,c,TRUE,TRUE,FALSE,FALSE
5077,c,FALSE,TRUE,FALSE,FALSE
5082,c,FALSE,TRUE,TRUE,FALSE
5114,a,FALSE,FALSE,TRUE,FALSE
5123,a,FALSE,FALSE,TRUE,FALSE
5142,a,FALSE,TRUE,TRUE,FALSE
5157,c,TRUE,TRUE,FALSE,FALSE
5159,c,TRUE,TRUE,TRUE,FALSE
5192,b,TRUE,TRUE,TRUE,FALSE
5211,c,TRUE,TRUE,FALSE,FALSE
5220,b,TRUE,TRUE,TRUE,FALSE
5224,a,TRUE,TRUE,FALSE,FALSE
5225,c,TRUE,TRUE,FALSE,FALSE
5226,b,TRUE,TRUE,TRUE,FALSE
5235,c,FALSE,TRUE,TRUE,FALSE
5236,c,TRUE,TRUE,FALSE,FALSE
5244,c,TRUE,TRUE,FALSE,FALSE
5255,a,FALSE,TRUE,FALSE,FALSE
5259,c,TRUE,TRUE,FALSE,TRUE
5265,c,TRUE,FALSE,TRUE,FALSE
5270,a,TRUE,TRUE,FALSE,FALSE
5288,a,FALSE,TRUE,TRUE,FALSE
5288,a,FALSE,TRUE,TRUE,FALSE
5291,a,TRUE,TRUE,TRUE,FALSE
5305,b,FALSE,TRUE,TRUE,FALSE
5307,a,FALSE,FALSE,FALSE,FALSE
5310,a,TRUE,TRUE,FALSE,TRUE
5313,b,TRUE,FALSE,TRUE,FALSE
5314,c,FALSE,TRUE,TRUE,FALSE
5331,a,TRUE,TRUE,TRUE,TRUE
5332,b,TRUE,TRUE,TRUE,TRUE
5344,a,TRUE,TRUE,TRUE,FALSE
5347,c,TRUE,TRUE,FALSE,TRUE
5349,b,FALSE,TRUE,TRUE,FALSE
5357,a,TRUE,TRUE,FALSE,FALSE
5379,a,TRUE,FALSE,TRUE,FALSE
5379,b,TRUE,FALSE,TRUE,TRUE
5381,c,TRUE,TRUE,FALSE,FALSE
5382,a,FALSE,TRUE,TRUE,FALSE
5383,a,FALSE,TRUE,FALSE,TRUE
5385,b,TRUE,TRUE,TRUE,FALSE
5391,c,TRUE,TRUE,FALSE,TRUE
5393,a,FALSE,TRUE,FALSE,FALSE
5395,a,TRUE,TRUE,FALSE,TRUE
5402,c,FALSE,TRUE,FALSE,FALSE
5413,c,FALSE,TRUE,FALSE,FALSE
5416,a,TRUE,TRUE,TRUE,FALSE
5418,c,TRUE,TRUE,FALSE,FALSE
5424,b,TRUE,TRUE,TRUE,FALSE
5428,a,FALSE,FALSE,FALSE,FALSE
5429,c,FALSE,TRUE,TRUE,FALSE
5448,b,TRUE,TRUE,TRUE,FALSE
5461,b,FALSE,FALSE,TRUE,FALSE
5465,a,FALSE,TRUE,FALSE,TRUE
5472,a,TRUE,TRUE,FALSE,FALSE
5473,c,TRUE,TRUE,FALSE,FALSE
5476,b,FALSE,TRUE,FALSE,TRUE
5492,b,TRUE,TRUE,TRUE,TRUE
5494,b,FALSE,TRUE,TRUE,TRUE
5501,b,TRUE,TRUE,FALSE,FALSE
5502,b,TRUE,TRUE,TRUE,FALSE
5504,a,TRUE,TRUE,TRUE,TRUE
5510,c,TRUE,TRUE,FALSE,TRUE
5518,a,FALSE,TRUE,FALSE,TRUE
5518,c,TRUE,FALSE,FALSE,FALSE
5532,c,FALSE,TRUE,FALSE,TRUE
5545,a,TRUE,TRUE,TRUE,FALSE
5550,b,FALSE,TRUE,TRUE,FALSE
5559,a,TRUE,TRUE,FALSE,TRUE
5567,a,TRUE,TRUE,TRUE,FALSE
5580,b,TRUE,FALSE,TRUE,FALSE
5582,c,TRUE,TRUE,TRUE,FALSE
5600,b,TRUE,TRUE,TRUE,FALSE
5606,c,FALSE,TRUE,FALSE,FALSE
5610,c,TRUE,TRUE,FALSE,FALSE
5615,c,FALSE,TRUE,FALSE,FALSE
5627,a,TRUE,TRUE,TRUE,FALSE
5629,a,TRUE,FALSE,TRUE,TRUE
5629,c,TRUE,TRUE,FALSE,FALSE
5630,b,FALSE,TRUE,TRUE,FALSE
5632,b,FALSE,TRUE,TRUE,FALSE
5641,a,FALSE,TRUE,FALSE,FALSE
5649,a,FALSE,TRUE,TRUE,FALSE
5653,c,TRUE,TRUE,FALSE,FALSE
5655,c,TRUE,TRUE,TRUE,FALSE
5663,a,TRUE,TRUE,FALSE,TRUE
5664,a,FALSE,TRUE,TRUE,TRUE
5679,a,TRUE,TRUE,TRUE,TRUE
5680,c,FALSE,TRUE,FALSE,FALSE
5682,c,FALSE,TRUE,FALSE,FALSE
5688,a,TRUE,FALSE,FALSE,FALSE
5692,b,FALSE,TRUE,FALSE,FALSE
5701,c,FALSE,FALSE,FALSE,FALSE
5711,b,TRUE,TRUE,TRUE,FALSE
5715,b,TRUE,FALSE,TRUE,FALSE
5715,c,TRUE,TRUE,FALSE,FALSE
5717,c,TRUE,TRUE,FALSE,TRUE
5745,c,TRUE,TRUE,TRUE,FALSE
5750,a,TRUE,TRUE,TRUE,FALSE
5753,b,FALSE,TRUE,TRUE,TRUE
5764,b,TRUE,FALSE,TRUE,FALSE
5770,c,TRUE,TRUE,FALSE,FALSE
5786,c,TRUE,FALSE,FALSE,FALSE
5787,a,FALSE,TRUE,FALSE,TRUE
5818,a,TRUE,FALSE,FALSE,FALSE
5833,c,FALSE,TRUE,FALSE,FALSE
5848,b,TRUE,TRUE,TRUE,FALSE
5855,b,TRUE,FALSE,TRUE,TRUE
5863,b,TRUE,TRUE,TRUE,FALSE
5870,a,TRUE,FALSE,TRUE,TRUE
5891,b,TRUE,TRUE,TRUE,FALSE
5894,a,FALSE,TRUE,TRUE,TRUE
